year,identity_freq_dt,class_freq_dt,threat_index,threat_index_z,power_4yr_identity,power_4yr_class
1965,432.60218579235016,116.98907103825195,165.2381263313889,1.8859583524389427,3907.95596944947,3948.1707410162016
1966,327.4642585903496,213.48718162452587,164.82051495785922,1.8811833230898822,3248.4473906904364,5889.27445959471
1967,237.32633138834905,163.9852922107998,72.31862554413313,0.8235032291288484,2142.542045262727,7982.13466515045
1968,451.1884041863485,-160.51659720292628,-54.84993053625946,-0.6305605872588853,1071.7053814542262,9955.470983820494
1969,153.05047698434797,-168.0184866166519,-121.35181994998538,-1.3909528893998913,379.0519813485059,11585.387302077012
1970,324.9125497823474,-35.520376030377975,0.8129573029553588,0.005896990127497832,136.65516522667664,12741.286613428405
1971,211.7746225803469,205.97773455589595,85.31106788922928,0.9720607097104883,226.08877368083998,13374.272101499266
1972,86.6366953783463,85.47584514216987,46.80917847550321,0.5318244910679704,477.08135393167794,13502.994046242156
1973,175.49876817634578,-151.0260442715562,-66.0260442715562,-0.7583499016241096,747.956929649821,13236.130209572395
1974,48.36084097434525,-132.52793368528228,-81.19460035194895,-0.9317893840178862,940.0258921461394,12796.176586027272
1975,202.22291377234473,39.970176900991646,29.9701769009918,0.3392848912779534,990.3381501706073,12474.508472780684
1976,104.08498657034414,182.46828748726602,78.13495415393254,0.8900079787021911,882.4338989912094,12499.393043644466
1977,-115.05294063165644,11.966398073539949,7.966398073539949,0.08769047515066856,665.5351345617735,12882.94592473939
1978,100.80913216634309,-170.53549134018613,-130.20215800685278,-1.4921489454686163,434.8871927594077,13364.58887963684
1979,-219.3287950356575,-232.0373807539122,-86.37071408724553,-0.9909738233477181,270.8282604492302,13532.008409451457
1980,15.533277762341925,143.46072983236172,28.794063165695054,0.32583703530504676,202.49958325978983,13082.867716030156
1981,-93.60464943965854,174.95884041863565,121.95884041863565,1.3910966854947127,234.39689631548825,12063.301855544349
1982,-89.74257664165907,47.45695100490957,14.790284338242978,0.1657157858916136,389.5121190794291,10887.213355112533
1983,55.11949615634035,-178.04493840881628,-103.04493840881635,-1.1816293359966243,715.6312845379371,10078.260484464858
1984,-160.01843104566024,-178.54682782254235,-109.54682782254235,-1.2559728877837246,1260.948056308521,9890.899016677931
1985,-57.15635824766059,27.95128276373157,18.28461609706498,0.20567048483264364,2046.0894281837236,10093.811680933104
1986,-285.2942854496612,205.44939335000572,102.11606001667231,1.1642114405228137,3041.28484018285,10113.729921879001
1987,-192.43221265166176,72.94750393627965,6.614170602946312,0.07222890904408542,4152.585491098997,9477.742856081055
1988,-45.57013985366234,-258.55438547744643,-97.55438547744643,-1.1188495530413192,5224.5704437579125,8244.399292555889
1989,-354.7080670556629,-107.0562748911725,-144.72294155783916,-1.6581817022905125,6064.310067631802,7069.007061386438
1990,-159.8459942576635,-68.55816430489858,6.775169028434827,0.07406978852100779,6486.433684566266,6796.938621842826
1991,-84.98392145966409,195.93994628137557,90.60661294804216,1.032610744211178,6371.610056027421,7860.481648618767
1992,5.878151338335556,144.4380568676495,46.7713902009829,0.5313924144260922,5705.96243153984,9940.750156092412
1993,-4.259775863665027,-200.06383254607636,-111.06383254607643,-1.2733185410314167,4597.69709298563,12155.185122277015
1994,-338.3977030656656,-277.56572195980243,-194.56572195980243,-2.228091322439364,3277.9259636737734,13604.869107836912
1995,-148.5356302676662,-106.0676113735285,-71.73427804019518,-0.8236186790191553,2045.2072984062613,13860.737406872266
1996,-302.6735574696668,168.43049921274542,35.43049921274542,0.4017190129197554,1129.8018680102384,13085.772812620076
1997,-419.81148467166736,43.92860979901934,41.595276465686005,0.4722079750962567,578.1823974157372,11807.682351154173
1998,-145.9494118736677,-87.57327961470673,-90.57327961470666,-1.0390265704876367,285.10204924223774,10572.049952783349
1999,-391.0873390756685,-228.07516902843258,-104.408502361766,-1.19722052509577,127.46033097147946,9698.581878460165
2000,-164.22526627766888,2.422941557841341,-23.910391775491917,-0.27679338886970484,42.23017739200394,9229.644912060507
2001,-285.36319347966946,153.9210521441155,102.58771881078208,1.169604455961021,6.016716559109564,9036.73277407038
2002,-373.5011206816698,151.41916273038942,71.41916273038942,0.813218640139537,0.5546001059716833,8992.864617611536
2003,-275.6390478836706,-91.08272668333666,-24.41606001666999,-0.2825752732856028,8.755567749932098,9114.429623936887
2004,-476.776975085671,-133.58461609706274,-65.2512827637294,-0.7494911655529949,15.724020951770868,9597.927558287858
2005,-289.91490228767157,28.91349448921119,28.580161155877857,0.32339124852949214,10.270316186410197,10716.846042569345
2006,-301.0528294896719,190.4116050754851,129.4116050754852,1.4763126834866025,1.325122126121011,12608.295508188174
2007,-326.19075669167273,168.90971566175926,79.9097156617592,0.9103008606125359,27.3906038790899,15059.337877319742
2008,-192.3286838936731,-119.59217375196681,-61.92550708530015,-0.7114637614172649,139.9441322848457,17448.88898231998
2009,-405.4666110956739,-235.0940631656929,-99.42739649902614,-1.14026583422055,384.99476912277595,18946.731191541247
2010,-270.60453829767425,56.404047420581264,18.070714087247854,0.20322469805708981,779.5612403781173,18911.556177896935
2011,-216.74246549967506,232.9021580068552,96.90215800685519,1.104594924551101,1242.9687327134336,17264.924546773305
2012,3.1196072983245813,1.4002685931291126,43.73360192646245,0.49665790026651707,1561.58073910562,14587.110703208216
2013,543.9816800963242,-103.10162082059696,-57.43495415393022,-0.6601181243011913,1575.9537602115397,11836.759185009974
2014,452.8437528943234,-70.60351023432281,-38.60351023432289,-0.44479664816108666,1552.0123680727277,9847.84815212367
2015,444.70582569232283,57.89460035195111,111.56126701861778,1.2722093148647915,2362.1186126119464,8928.578048383746
2016,56.56789849032202,347.39271093822504,151.0593776048917,1.7238364716823518,5220.462020297415,8830.393809964058
2017,-186.57002871167833,47.89082152449896,96.89082152449903,1.104465301558537,11111.001916743611,9073.020420219798
2018,308.29204408632086,-104.61106788922689,-82.27773455589363,-0.9441740984692499,20086.25687018991,9319.161334192331
2019,694.1541168843205,-190.11295730295296,-102.44629063628629,-1.1747843100591844,30576.5649262709,9480.187118213447
2020,1427.0161896823201,-12.61484671667904,2.3851532833209603,0.023873708254852098,39333.16574104957,9536.983675248983
2021,842.8782624803198,209.88326386959488,97.88326386959496,1.1158130320693929,42799.374709737436,9350.6074216003
2022,18.74033527831898,96.38137445586904,72.04804112253555,0.8204093273904776,39403.16572450474,8695.677400305814
2023,-124.39759192368138,-90.12051495785727,-31.45384829119045,-0.36304637080210506,30759.524923606365,7461.80208265144
2024,-227.53551912568219,-100.62240437158312,-95.37145966472019,-1.0938896609423838,20490.440061466612,5790.478081710413
