date,strike,union,rent,inflation,wage,layoff,woke,crt,transgender,dei,culture war
2024-06-15,52.483570765056164,48.25109727079254,52.81198257719803,55.944261051035745,52.93182918558376,54.60512932020645,48.967779302702766,49.887887985595654,49.97950312238395,50.28565001241013,47.21499181575325
2024-06-16,49.82507917881912,46.30166759851897,52.98266600286811,48.26925524172823,48.95990257791822,52.76263548558832,13.13063772785966,13.583648432090238,17.112426993748073,15.300293208171876,14.49132288383231
2024-06-17,54.27109103918583,52.68776044644802,52.55247477057259,51.03690458929469,53.91126721830641,56.184249530731584,12.603295072512665,11.028344462737156,12.92942776028382,13.296690329515993,13.144111340928763
2024-06-18,59.163739298737745,61.47805627448522,54.163908425288,57.25372901372061,61.38496066586946,60.51343998696592,10.84909661618565,8.060385282847184,8.724081465165048,9.478864656900189,12.639071488375265
2024-06-19,50.89330593045292,45.20541140653105,52.96401633159373,50.688473062534904,50.995008282829296,53.58915944924886,5.95160928572343,7.935109976616542,5.720216319892095,7.255031438917255,3.39508402720828
2024-06-20,51.408259177377495,51.91915426386468,43.73315402760619,48.85414782643906,48.28271654105591,47.303169901215426,11.756510382575737,12.114651445490127,12.971641636818491,11.585294284719495,11.18289956390866
2024-06-21,60.98911500096,64.08800684241842,58.79457478927101,64.69056669722788,57.28862224912529,61.587570899288735,12.140198770616337,12.649051685469779,14.131516793473741,12.894266446272363,10.906042352195463
2024-06-22,57.443414992745126,56.85857936745825,54.37382845879024,57.24941240277395,52.974502728436796,57.200570374013594,95.85599196739619,94.6124532617298,92.62592822314043,93.96393231469428,93.63561437109135
2024-06-23,51.77099123372319,50.66450054494557,48.68118722100595,50.1042831898794,56.13773368919125,52.007699727156876,13.669512851774371,12.065694442874456,14.176926290757997,14.602404453453984,14.861307768815102
2024-06-24,57.34206483785826,58.54737868553398,55.09497042499297,53.438034257351525,59.7644503446956,55.95794819361789,7.949704629609631,3.039757547061739,6.155194774613398,7.708688236077838,9.83580752282322
2024-06-25,52.82170586138202,52.245372703217704,56.47382657063691,54.275045677218834,52.50224221184038,54.38316939570472,8.470427267500074,8.014371207930315,7.33716341826119,8.932942761868242,7.796694857419007
2024-06-26,53.31815252744604,57.48965187116828,55.77981878446516,54.70315141158013,51.956775071953786,50.864368498383215,2.546165262742557,5.423818021651003,4.237844511229341,2.3760189130922926,5.591587861334897
2024-06-27,57.362946353888745,54.02870731748544,56.60775430791123,54.98631963533467,55.64115632998667,55.76138156571264,12.759482530442991,10.978973690345684,14.251979609306789,12.205076299759625,11.188082088686306
2024-06-28,47.09124416683598,46.93631170134072,50.49211458241312,40.38225708189354,50.370955489582606,45.12960442587968,10.941585890410403,7.896756501876924,9.585280968015285,11.91096744964722,13.938520538684486
2024-06-29,48.53559381761334,49.15265294249539,45.348702352114216,49.76788038634099,54.24889434213756,51.12743372942295,50.84209316910737,51.71342230202138,50.52640912702721,50.029910911324244,51.9665712886239
2024-06-30,54.849161207280744,53.71379905174137,51.25431105003927,54.28875103349774,53.03298243549813,54.81399069765316,4.724203000017558,5.96436299691023,3.6520394097758504,1.5468267392623782,2.277068629067536
2024-07-01,53.094589124351046,44.48074113547867,55.68537910209082,54.10280262812805,56.509835686318176,51.71209210496076,7.382108117886968,6.210296196524617,13.165514097800504,3.6341679665220776,11.345156652052307
2024-07-02,60.22570964939464,59.74299492524706,61.96463933736258,66.09723325031355,60.3097483954713,59.1054205643461,12.38097382594106,11.683444896541777,12.937690158831787,12.749806964795017,11.492018759559006
2024-07-03,54.60751636208261,57.30804732282001,53.22672615733264,54.527020830955436,53.970229572351215,54.619158212123835,9.098918535734114,9.62672477017163,7.419955353188534,8.204482906276402,11.509154014963016
2024-07-04,52.576571344094475,54.910898902472525,49.17018866300008,51.03505549356616,57.089214192584244,57.44309610070404,7.5856392500190255,7.274540312760372,10.229973542461277,4.127440895154924,7.876937493878291
2024-07-05,67.45393083243117,68.51826627894177,71.83312645754499,64.01196492948615,67.42343367020284,63.74436982339115,6.981652320749513,8.981910992257475,9.69657505211611,7.194722254857074,7.730534769653176
2024-07-06,59.48140216285847,56.187815087810804,54.321094510015016,58.54413678837332,60.37049548062238,61.50793215589783,75.67308790222812,80.54757305407655,79.25642932327519,75.4853387922814,77.47550146321274
2024-07-07,61.42937731015981,62.61530569753526,59.634099504129125,61.91110935900673,62.17419910889414,62.84496432425283,4.19896509667732,0.7806379862964081,8.374952461697507,3.199737910231855,5.890667465615326
2024-07-08,54.446161256240934,52.72584779161422,55.131890838794625,54.60608351803722,49.56936315626258,51.79726506090061,6.377812505060877,8.837322766176838,7.793242270793135,6.871431141422582,5.693519378813956
2024-07-09,59.322726053553275,60.383174771399275,64.72922047884761,64.49312207375459,60.187959499701456,63.72334592401734,6.788265760968497,6.998785163015165,6.088562273412241,9.418453781184105,7.8515969528456875
